provider,model,q101,q102,q201,q202,q301,q302,q303,q304,q401,q402,q403,q501,q502,q503,q601,q602,q701,q702,q703,total_score,percentage_score
AMD MI300X,qwen3_235b_a22b_instruct_2507_fp8_run8,30,30,30,30,30,30,12,15,30,27,30,22,23,26,30,22,30,30,30,507,88.95
AMD MI300X,qwen3_235b_a22b_instruct_2507_run1,30,30,30,29,30,30,13,9,30,29,29,24,23,26,30,17,30,30,30,499,87.54
AMD MI300X,qwen3_235b_a22b_instruct_2507_run2,30,30,30,30,30,30,10,12,30,27,30,22,16,28,30,16,30,30,30,491,86.14
AMD MI300X,qwen3_235b_a22b_instruct_2507_run3,30,30,30,29,30,30,16,19,29,29,30,25,23,28,30,17,30,30,30,515,90.35
AMD MI300X,qwen3_235b_a22b_instruct_2507_run4,30,30,30,30,30,30,15,16,30,30,29,20,21,26,30,19,30,30,30,506,88.77
AMD MI300X,qwen3_235b_a22b_instruct_2507_run5,30,30,30,30,30,30,9,17,29,27,30,18,20,24,30,17,30,30,30,491,86.14
AMD MI300X,qwen3_235b_a22b_instruct_2507_run6,30,30,30,30,30,30,12,18,30,27,27,25,22,27,30,15,30,30,30,503,88.25
AMD MI300X,qwen3_235b_a22b_instruct_2507_run7,30,30,30,30,30,30,18,9,30,30,28,24,24,28,30,19,30,30,30,510,89.47
AMD MI300X,qwen3_235b_a22b_instruct_2507_run8,30,30,30,30,30,30,16,15,29,30,30,25,23,26,30,15,30,30,30,509,89.3
AMD MI300X,qwen3_30b_a3b_instruct_2507_run1,30,30,30,29,6,13,7,2,22,19,16,25,6,28,30,11,30,30,30,394,69.12
AMD MI300X,qwen3_30b_a3b_instruct_2507_run2,30,30,30,27,11,13,1,0,24,23,13,27,4,28,30,13,30,30,30,394,69.12
AMD MI300X,qwen3_30b_a3b_instruct_2507_run3,30,30,30,30,8,10,4,2,23,22,17,23,10,26,30,15,30,30,30,400,70.18
AMD MI300X,qwen3_30b_a3b_instruct_2507_run4,30,30,30,28,10,11,7,0,19,24,14,28,6,27,30,12,30,30,30,396,69.47
AMD MI300X,qwen3_30b_a3b_instruct_2507_run5,30,30,30,29,7,11,2,2,21,21,13,23,9,29,30,14,30,30,30,391,68.6
AMD MI300X,qwen3_30b_a3b_instruct_2507_run6,30,30,30,29,3,14,2,1,27,22,15,24,8,29,30,13,30,30,30,397,69.65
AMD MI300X,qwen3_30b_a3b_instruct_2507_run7,30,30,30,26,9,12,5,0,22,21,18,27,5,29,30,14,30,30,30,398,69.82
AMD MI300X,qwen3_30b_a3b_instruct_2507_run8,30,30,30,28,11,17,6,2,24,17,15,26,8,29,30,13,30,30,30,406,71.23
AMD MI300X,qwen3_30b_a3b_run1,30,30,30,30,29,22,0,0,0,0,1,22,6,6,30,10,30,30,30,336,58.95
AMD MI300X,qwen3_30b_a3b_run2,30,30,30,30,30,20,0,0,0,0,0,21,10,3,30,13,30,30,30,337,59.12
AMD MI300X,qwen3_30b_a3b_run3,30,30,30,30,29,20,0,0,0,0,0,18,11,4,30,11,30,30,30,333,58.42
AMD MI300X,qwen3_30b_a3b_run4,30,30,29,29,25,17,0,0,1,0,2,19,10,6,30,6,30,30,30,324,56.84
AMD MI300X,qwen3_30b_a3b_run5,30,30,29,30,29,17,0,0,0,0,0,20,12,6,30,9,30,30,30,332,58.25
AMD MI300X,qwen3_30b_a3b_run6,30,30,30,29,29,21,0,0,0,0,0,19,7,3,30,7,30,30,30,325,57.02
AMD MI300X,qwen3_30b_a3b_run7,30,30,30,29,29,18,0,0,0,0,0,23,11,7,30,8,30,30,30,335,58.77
AMD MI300X,qwen3_30b_a3b_run8,30,30,30,30,28,18,0,0,0,0,1,15,13,4,30,9,30,30,30,328,57.54
AMD MI300X,qwen3_30b_a3b_thinkmode_run1,30,30,30,25,27,25,12,28,22,0,14,14,6,22,30,7,30,30,30,412,72.28
AMD MI300X,qwen3_30b_a3b_thinkmode_run2,30,30,28,26,30,27,12,25,24,0,13,22,8,17,30,5,30,30,30,417,73.16
AMD MI300X,qwen3_30b_a3b_thinkmode_run3,30,30,30,25,29,24,13,27,28,0,14,22,7,19,30,6,30,30,30,424,74.39
AMD MI300X,qwen3_30b_a3b_thinkmode_run4,30,30,29,23,29,24,15,26,24,0,9,16,6,18,30,7,30,30,30,406,71.23
AMD MI300X,qwen3_30b_a3b_thinkmode_run5,30,30,28,25,30,27,14,26,27,0,7,18,5,20,30,4,30,30,30,411,72.11
AMD MI300X,qwen3_30b_a3b_thinkmode_run6,30,30,30,22,30,23,20,27,26,0,11,18,10,23,30,8,30,30,30,428,75.09
AMD MI300X,qwen3_30b_a3b_thinkmode_run7,30,30,30,23,30,24,11,26,26,0,14,17,6,15,30,4,30,30,30,406,71.23
AMD MI300X,qwen3_30b_a3b_thinkmode_run8,30,30,30,27,28,25,14,25,20,0,11,23,2,19,30,9,30,30,30,413,72.46
AMD MI300X,qwen3_32b_fp8_run1,30,30,30,29,30,29,0,0,18,14,17,24,0,20,30,0,30,1,30,362,63.51
AMD MI300X,qwen3_32b_fp8_run2,30,30,30,30,29,27,0,0,17,10,20,22,0,21,30,5,30,0,30,361,63.33
AMD MI300X,qwen3_32b_fp8_run3,30,30,30,29,30,29,0,0,15,11,18,26,0,24,30,4,30,0,30,366,64.21
AMD MI300X,qwen3_32b_fp8_run4,30,30,30,29,29,30,0,0,19,10,19,24,1,24,30,4,30,0,30,369,64.74
AMD MI300X,qwen3_32b_fp8_run5,30,30,30,29,30,27,0,0,19,8,12,21,2,23,30,3,30,0,30,354,62.11
AMD MI300X,qwen3_32b_fp8_run6,30,30,30,30,30,26,0,0,20,14,16,23,2,19,30,8,30,0,30,368,64.56
AMD MI300X,qwen3_32b_fp8_run7,30,30,30,30,30,30,0,0,20,8,18,26,0,20,30,3,30,0,30,365,64.04
AMD MI300X,qwen3_32b_fp8_run8,30,30,30,30,30,25,0,0,14,13,20,22,1,21,30,4,30,0,30,360,63.16
AMD MI300X,qwen3_32b_run1,30,30,30,30,28,27,0,0,20,17,3,25,0,18,30,4,30,0,30,352,61.75
AMD MI300X,qwen3_32b_run2,30,30,30,30,30,28,0,0,20,13,1,26,1,19,30,5,30,0,30,353,61.93
AMD MI300X,qwen3_32b_run3,30,30,30,30,30,25,0,0,20,16,1,26,4,18,30,4,30,0,30,354,62.11
AMD MI300X,qwen3_32b_run4,30,30,30,29,30,28,0,0,17,14,1,24,1,23,30,4,30,0,30,351,61.58
AMD MI300X,qwen3_32b_run5,30,30,30,30,30,27,0,0,18,8,4,22,0,20,30,3,30,0,30,342,60.0
AMD MI300X,qwen3_32b_run6,30,30,30,30,30,27,0,0,19,15,5,23,0,18,30,5,30,0,30,352,61.75
AMD MI300X,qwen3_32b_run7,30,30,30,30,30,26,0,0,20,14,2,23,1,15,30,4,30,0,30,345,60.53
AMD MI300X,qwen3_32b_run8,30,30,30,29,30,26,0,0,21,14,5,23,2,24,30,4,30,0,30,358,62.81
AMD MI300X,qwen3_32b_thinkmode_run1,29,30,28,25,30,17,12,17,14,3,18,25,2,25,30,2,30,20,30,387,67.89
AMD MI300X,qwen3_32b_thinkmode_run2,30,30,28,24,30,15,5,14,17,4,19,27,1,27,30,3,30,17,30,381,66.84
AMD MI300X,qwen3_32b_thinkmode_run3,30,30,30,25,30,15,12,14,21,3,18,27,0,29,30,3,30,17,30,394,69.12
AMD MI300X,qwen3_32b_thinkmode_run4,29,30,28,29,30,20,15,19,18,7,16,28,1,28,30,5,30,17,30,410,71.93
AMD MI300X,qwen3_32b_thinkmode_run5,29,30,27,29,29,15,8,14,19,4,12,26,2,28,30,3,30,21,30,386,67.72
AMD MI300X,qwen3_32b_thinkmode_run6,30,30,28,26,29,10,9,18,13,4,15,25,1,26,30,3,30,18,30,375,65.79
AMD MI300X,qwen3_32b_thinkmode_run7,29,30,25,28,28,15,11,14,15,5,11,27,3,25,30,5,30,15,30,376,65.96
AMD MI300X,qwen3_32b_thinkmode_run8,29,30,29,27,28,15,9,13,12,3,13,26,1,29,30,4,30,16,30,374,65.61
AMD MI300X,qwen3_4b_instruct_2507_run1,30,30,30,24,24,25,0,0,1,0,4,24,6,27,30,5,30,30,30,350,61.4
AMD MI300X,qwen3_4b_instruct_2507_run2,30,30,30,18,27,27,0,0,1,0,4,20,1,27,30,4,30,30,30,339,59.47
AMD MI300X,qwen3_4b_instruct_2507_run3,30,30,30,21,28,27,0,0,0,0,1,19,7,29,30,1,30,30,30,343,60.18
AMD MI300X,qwen3_4b_instruct_2507_run4,30,30,30,21,26,26,0,1,0,0,1,23,3,27,30,6,30,30,30,344,60.35
AMD MI300X,qwen3_4b_instruct_2507_run5,30,30,30,17,25,28,0,0,1,0,6,16,2,24,30,3,30,30,30,332,58.25
AMD MI300X,qwen3_4b_instruct_2507_run6,30,30,30,18,24,24,0,0,0,0,2,20,7,29,30,3,30,30,30,337,59.12
AMD MI300X,qwen3_4b_instruct_2507_run7,30,30,29,19,22,28,0,0,0,0,1,22,5,29,30,5,30,30,30,340,59.65
AMD MI300X,qwen3_4b_instruct_2507_run8,30,30,29,22,24,22,0,0,1,0,3,23,9,28,30,6,30,30,30,347,60.88
AMD MI300X,qwen3_4b_run1,30,30,29,23,21,15,0,0,0,0,2,0,0,2,25,0,7,10,22,216,37.89
AMD MI300X,qwen3_4b_run2,30,30,29,23,18,12,0,0,0,0,3,2,0,3,27,0,7,18,21,223,39.12
AMD MI300X,qwen3_4b_run3,30,29,30,20,13,9,0,0,0,0,1,1,0,1,26,0,15,10,22,207,36.32
AMD MI300X,qwen3_4b_thinkmode_run1,30,30,27,12,27,8,4,0,5,0,10,17,1,15,28,0,27,24,27,292,51.23
AMD MI300X,qwen3_4b_thinkmode_run2,29,30,23,8,28,7,2,1,2,1,14,14,0,14,27,0,25,25,25,275,48.25
AMD MI300X,qwen3_4b_thinkmode_run3,29,30,26,12,27,9,6,1,5,0,7,16,0,21,30,0,27,26,24,296,51.93
AMD MI300X,qwen3_4b_thinkmode_run4,30,30,25,5,26,11,0,0,5,0,9,15,0,12,30,0,29,26,25,278,48.77
AMD MI300X,qwen3_4b_thinkmode_run5,30,30,26,12,26,10,3,0,3,1,12,19,0,21,27,0,28,24,27,299,52.46
AMD MI300X,qwen3_4b_thinkmode_run6,29,30,28,8,30,12,3,0,4,0,7,7,0,18,27,1,28,26,25,283,49.65
AMD MI300X,qwen3_4b_thinkmode_run7,30,29,27,8,24,7,2,0,3,0,7,19,1,15,29,0,30,29,26,286,50.18
AMD MI300X,qwen3_4b_thinkmode_run8,30,30,27,9,22,11,5,0,5,2,8,19,0,18,29,0,29,28,23,295,51.75
AMD MI300X,qwen3_8b_run1,30,30,30,22,19,7,0,0,2,0,0,11,0,7,30,1,30,30,30,279,48.95
AMD MI300X,qwen3_8b_run2,30,30,29,25,14,7,0,0,2,0,0,15,0,3,30,2,30,27,30,274,48.07
AMD MI300X,qwen3_8b_run3,30,30,30,24,18,13,0,0,2,1,2,17,0,2,30,0,30,30,30,289,50.7
AMD MI300X,qwen3_8b_run4,30,30,29,24,23,6,0,0,0,1,0,7,0,5,30,2,30,30,30,277,48.6
AMD MI300X,qwen3_8b_run5,30,30,30,27,19,5,0,0,2,0,0,5,1,7,30,4,30,29,30,279,48.95
AMD MI300X,qwen3_8b_thinkmode_run1,30,30,28,24,25,8,4,1,17,11,17,23,11,28,28,9,29,22,29,374,65.61
AMD MI300X,qwen3_8b_thinkmode_run2,30,30,30,18,25,15,8,5,13,9,11,18,4,26,30,5,28,11,30,346,60.7
AMD MI300X,qwen3_8b_thinkmode_run3,30,30,29,24,23,8,1,1,12,11,9,21,6,27,30,15,30,13,29,349,61.23
AMD MI300X,qwen3_8b_thinkmode_run4,30,30,30,19,24,13,4,4,22,8,11,24,9,25,30,9,30,10,30,362,63.51
AMD MI300X,qwen3_8b_thinkmode_run5,30,30,30,21,22,11,10,2,17,10,16,19,2,27,30,9,28,14,30,358,62.81
AMD MI300X,qwen3_8b_thinkmode_run6,30,30,28,19,23,6,5,0,23,10,11,15,8,25,29,10,30,14,29,345,60.53
AMD MI300X,qwen3_8b_thinkmode_run7,30,30,30,22,27,13,8,5,14,9,16,15,8,26,30,9,30,14,30,366,64.21
AMD MI300X,qwen3_8b_thinkmode_run8,30,30,30,22,24,9,8,3,16,9,14,17,8,22,29,10,30,13,28,352,61.75
AMD MI300X,qwen3_coder_480b_a35b_instruct_run1,30,30,30,30,30,30,24,19,30,26,30,30,18,30,30,28,30,21,30,526,92.28
AMD MI300X,qwen3_coder_480b_a35b_instruct_run2,30,29,30,30,30,30,22,17,30,27,29,28,16,30,30,29,30,25,30,522,91.58
AMD MI300X,qwen3_coder_480b_a35b_instruct_run3,30,30,30,29,30,30,29,22,30,27,30,30,11,30,30,27,30,21,30,526,92.28
AMD MI300X,qwen3_coder_480b_a35b_instruct_run4,30,30,30,29,30,30,26,12,30,29,30,29,13,30,30,27,30,24,30,519,91.05
AMD MI300X,qwen3_coder_480b_a35b_instruct_run5,30,30,30,30,30,30,27,19,30,24,30,28,11,29,30,28,30,24,30,520,91.23
AMD MI300X,qwen3_coder_480b_a35b_instruct_run6,30,29,30,29,30,30,24,15,30,28,30,30,12,30,30,28,30,20,30,515,90.35
AMD MI300X,qwen3_coder_480b_a35b_instruct_run7,30,30,30,30,30,30,28,18,30,28,30,30,15,29,30,30,30,24,30,532,93.33
AMD MI300X,qwen3_coder_480b_a35b_instruct_run8,30,30,30,30,30,30,27,18,30,27,30,30,17,30,30,28,30,23,30,530,92.98
AMD MI300X,qwen3_next_80b_a3b_instruct_run1,30,30,30,30,30,13,27,29,30,3,28,27,9,30,30,3,30,29,30,468,82.11
AMD MI300X,qwen3_next_80b_a3b_instruct_run2,30,30,30,30,30,13,29,29,30,4,29,26,6,30,30,4,30,30,30,470,82.46
AMD MI300X,qwen3_next_80b_a3b_instruct_run3,30,30,30,30,30,14,25,28,30,1,30,29,5,30,28,6,30,30,30,466,81.75
AMD MI300X,qwen3_next_80b_a3b_instruct_run4,30,30,30,30,30,17,25,29,29,1,30,26,4,30,29,7,30,29,30,466,81.75
AMD MI300X,qwen3_next_80b_a3b_instruct_run5,30,30,30,30,30,15,27,29,30,1,29,27,12,30,30,3,29,30,30,472,82.81
AMD MI300X,qwen3_next_80b_a3b_instruct_run6,30,30,30,30,30,16,27,28,29,6,30,29,5,30,29,7,30,30,30,476,83.51
AMD MI300X,qwen3_next_80b_a3b_instruct_run7,30,30,30,30,30,13,28,29,30,2,30,29,5,30,29,6,30,29,30,470,82.46
AMD MI300X,qwen3_next_80b_a3b_instruct_run8,30,30,30,30,30,14,24,29,29,0,29,30,4,30,27,6,30,30,29,461,80.88
AWS Bedrock,claude_haiku35_run4,30,30,30,30,30,23,14,21,30,1,26,27,1,16,30,0,27,30,30,426,74.74
AWS Bedrock,claude_haiku35_run5,30,30,29,30,28,24,18,23,30,3,25,23,1,17,29,0,27,30,30,427,74.91
AWS Bedrock,claude_haiku35_run6,30,30,30,30,28,22,16,24,28,4,26,25,1,9,29,0,29,29,30,420,73.68
AWS Bedrock,claude_haiku35_run7,30,30,30,30,29,19,22,18,30,1,24,24,0,13,28,1,29,30,29,417,73.16
AWS Bedrock,claude_haiku35_run8,30,30,30,30,29,20,13,20,30,2,29,24,1,12,28,1,30,30,30,419,73.51
AWS Bedrock,claude_haiku45_run1,30,30,30,30,30,28,24,14,10,4,1,3,7,17,1,3,3,0,0,265,46.49
AWS Bedrock,claude_haiku45_run2,30,30,30,30,30,28,22,15,10,2,1,0,6,18,0,5,2,0,4,263,46.14
AWS Bedrock,claude_haiku45_run3,30,30,30,30,29,27,18,16,14,0,1,1,3,19,2,1,2,0,1,254,44.56
AWS Bedrock,claude_haiku45_run4,30,30,30,30,30,28,25,8,11,3,2,6,7,15,1,2,0,0,0,258,45.26
AWS Bedrock,claude_haiku45_run5,30,30,30,30,29,28,21,16,8,1,6,4,5,18,1,3,3,0,1,264,46.32
AWS Bedrock,claude_haiku45_run6,30,30,30,30,30,27,21,9,11,6,2,5,6,19,1,1,0,0,1,259,45.44
AWS Bedrock,claude_haiku45_run7,30,30,30,30,29,27,16,14,10,2,1,6,6,16,0,2,2,0,0,251,44.04
AWS Bedrock,claude_haiku45_run8,30,30,30,30,28,25,22,16,7,4,2,3,5,19,1,1,3,0,1,257,45.09
AWS Bedrock,claude_sonnet45_run1,30,30,30,30,30,30,25,23,30,26,30,29,24,30,26,29,29,0,29,510,89.47
AWS Bedrock,claude_sonnet45_run2,30,30,30,30,30,30,25,28,30,19,30,27,24,30,29,30,29,0,30,511,89.65
AWS Bedrock,claude_sonnet45_run3,30,30,30,30,30,30,24,24,30,22,30,27,20,30,30,30,29,0,28,504,88.42
AWS Bedrock,claude_sonnet45_run4,30,30,30,30,30,30,26,25,30,21,30,26,19,30,28,30,30,0,30,505,88.6
AWS Bedrock,claude_sonnet45_run5,30,30,30,30,30,30,28,28,30,23,30,30,27,30,29,30,29,0,30,524,91.93
AWS Bedrock,claude_sonnet45_run6,30,30,30,30,30,30,23,25,30,25,30,27,22,30,30,30,30,0,28,510,89.47
AWS Bedrock,claude_sonnet45_run7,29,30,30,30,30,30,29,26,30,22,30,23,22,30,27,30,30,0,28,506,88.77
AWS Bedrock,claude_sonnet45_run8,30,30,30,30,30,30,26,26,30,28,30,27,22,30,28,30,30,0,30,517,90.7
AWS Bedrock,nova_2_lite_run1,30,30,6,2,26,21,0,0,19,0,1,0,0,0,1,0,2,0,24,162,28.42
AWS Bedrock,nova_2_lite_run2,30,30,7,5,21,24,0,0,26,0,0,0,0,1,0,0,3,0,19,166,29.12
AWS Bedrock,nova_2_lite_run3,30,29,6,1,18,24,0,0,21,0,0,1,0,0,1,0,3,0,22,156,27.37
AWS Bedrock,nova_2_lite_run4,30,30,5,4,15,20,0,0,23,0,0,0,0,0,0,0,1,0,24,152,26.67
AWS Bedrock,nova_2_lite_run5,30,30,4,2,22,20,0,0,21,0,2,0,0,0,1,0,2,0,27,161,28.25
AWS Bedrock,nova_2_lite_run6,30,30,8,2,17,22,0,0,20,0,0,0,0,0,1,0,5,0,24,159,27.89
AWS Bedrock,nova_2_lite_run7,30,30,7,6,24,20,0,0,20,0,0,1,0,0,1,0,1,0,26,166,29.12
AWS Bedrock,nova_2_lite_run8,30,30,9,2,21,17,0,0,21,0,0,0,0,0,2,0,3,0,24,159,27.89
AWS Bedrock,nova_lite_run1,21,18,30,17,29,2,0,0,29,0,19,19,19,20,30,3,30,18,30,334,58.6
AWS Bedrock,nova_lite_run2,25,14,30,23,26,0,0,0,29,1,18,19,12,19,30,2,30,15,30,323,56.67
AWS Bedrock,nova_lite_run3,26,18,30,15,25,3,0,0,29,0,12,20,20,17,30,5,30,16,30,326,57.19
AWS Bedrock,nova_lite_run4,26,20,30,26,25,2,0,0,28,2,13,16,16,18,30,2,30,18,30,332,58.25
AWS Bedrock,nova_lite_run5,26,17,30,23,26,0,0,0,30,2,14,21,16,16,30,1,30,18,30,330,57.89
AWS Bedrock,nova_lite_run6,24,14,30,24,26,5,0,0,27,2,13,21,19,20,30,2,30,18,30,335,58.77
AWS Bedrock,nova_lite_run7,26,13,30,19,25,1,0,1,30,1,15,17,13,23,30,2,30,22,30,328,57.54
AWS Bedrock,nova_lite_run8,22,16,30,20,23,1,0,0,29,1,11,19,19,14,30,3,30,13,30,311,54.56
AWS Bedrock,nova_micro_run1,14,3,3,13,17,4,10,7,10,1,13,20,13,14,30,5,29,0,19,225,39.47
AWS Bedrock,nova_micro_run2,11,2,6,18,17,5,8,11,19,0,8,17,12,16,30,2,29,0,26,237,41.58
AWS Bedrock,nova_micro_run3,17,3,2,8,14,2,5,11,17,0,10,16,10,15,30,1,29,0,25,215,37.72
AWS Bedrock,nova_micro_run4,13,5,5,12,13,3,9,6,11,2,8,16,7,19,30,2,29,0,22,212,37.19
AWS Bedrock,nova_micro_run5,10,2,3,16,15,2,10,4,15,0,8,11,11,13,30,1,29,0,24,204,35.79
AWS Bedrock,nova_micro_run7,12,2,5,15,16,3,11,6,13,0,10,18,11,11,30,1,29,0,27,220,38.6
AWS Bedrock,nova_micro_run8,17,1,8,12,14,3,12,8,15,1,5,15,12,20,30,5,27,0,19,224,39.3
AWS Bedrock,nova_premier_run1,26,30,30,30,30,30,24,19,8,0,5,26,2,30,30,15,30,0,30,395,69.3
AWS Bedrock,nova_premier_run2,24,29,29,30,30,30,22,23,7,0,4,30,0,30,30,10,30,0,30,388,68.07
AWS Bedrock,nova_premier_run3,25,30,29,30,30,30,19,20,10,0,1,30,1,30,30,13,30,0,30,388,68.07
AWS Bedrock,nova_premier_run4,23,29,30,30,30,30,22,16,15,0,3,29,2,30,30,12,30,0,30,391,68.6
AWS Bedrock,nova_premier_run5,24,30,29,29,30,30,22,21,11,0,3,28,1,30,30,14,30,0,30,392,68.77
AWS Bedrock,nova_premier_run6,25,30,30,30,30,30,24,11,10,0,3,27,1,28,30,18,30,0,30,387,67.89
AWS Bedrock,nova_premier_run7,25,30,30,30,30,30,17,11,7,0,1,29,0,28,30,12,30,0,30,370,64.91
AWS Bedrock,nova_premier_run8,25,30,30,30,30,30,21,18,10,0,4,29,5,30,30,12,30,0,30,394,69.12
AWS Bedrock,nova_pro_run1,3,13,30,30,30,9,0,0,6,10,4,17,16,21,30,18,30,2,30,299,52.46
AWS Bedrock,nova_pro_run2,5,16,30,30,30,6,0,2,3,16,4,14,16,22,30,17,30,0,30,301,52.81
AWS Bedrock,nova_pro_run3,7,17,30,30,30,8,1,0,3,10,8,19,18,25,30,17,30,3,30,316,55.44
AWS Bedrock,nova_pro_run4,5,17,30,29,30,8,0,0,3,11,6,19,18,24,30,20,30,1,30,311,54.56
AWS Bedrock,nova_pro_run5,7,17,30,30,30,7,0,0,1,13,7,13,17,21,30,18,30,0,30,301,52.81
AWS Bedrock,nova_pro_run6,5,16,30,29,30,11,2,0,1,18,4,15,16,26,30,18,30,0,30,311,54.56
AWS Bedrock,nova_pro_run7,2,19,30,30,30,9,1,0,1,10,7,16,12,26,30,17,30,0,30,300,52.63
AWS Bedrock,nova_pro_run8,4,19,30,30,30,11,0,0,3,15,8,15,17,22,30,17,30,2,30,313,54.91
Alibaba Cloud,qwen3_max_2025_09_23_run1,30,30,30,30,30,30,26,20,30,26,30,4,13,29,29,22,30,29,29,497,87.19
Alibaba Cloud,qwen3_max_2025_09_23_run2,30,30,30,30,30,30,25,19,30,29,30,6,17,30,30,23,30,30,29,508,89.12
Alibaba Cloud,qwen3_max_2025_09_23_run3,30,30,30,30,30,30,29,15,30,27,30,6,13,28,30,18,30,30,30,496,87.02
Alibaba Cloud,qwen3_max_2025_09_23_run4,30,30,30,30,30,30,28,19,29,27,30,6,14,29,30,23,30,29,29,503,88.25
Alibaba Cloud,qwen3_max_2025_09_23_run5,30,30,30,29,30,30,25,20,30,25,30,5,21,28,30,24,30,28,29,504,88.42
Alibaba Cloud,qwen3_max_2025_09_23_run6,30,30,30,30,30,30,28,13,30,27,30,6,12,30,30,17,30,30,30,493,86.49
Alibaba Cloud,qwen3_max_2025_09_23_run7,30,30,30,30,30,30,26,22,30,26,30,5,14,25,29,20,29,30,30,496,87.02
Alibaba Cloud,qwen3_max_2025_09_23_run8,30,30,30,30,30,30,28,19,30,25,29,6,16,29,30,21,30,30,29,502,88.07
Alibaba Cloud,qwen3_max_preview_run1,30,30,30,30,28,25,0,0,13,2,25,19,19,30,30,23,30,30,30,424,74.39
Alibaba Cloud,qwen3_max_preview_run2,30,30,30,30,30,28,0,0,10,0,26,20,18,30,30,21,30,30,30,423,74.21
Alibaba Cloud,qwen3_max_preview_run3,30,30,30,30,28,26,0,0,9,4,25,14,22,29,30,23,30,30,30,420,73.68
Alibaba Cloud,qwen3_max_preview_run4,30,30,30,30,30,28,0,0,4,2,26,21,22,29,30,22,30,30,30,424,74.39
Alibaba Cloud,qwen3_max_preview_run5,30,30,30,30,29,24,0,0,4,2,27,20,17,29,30,24,30,30,30,416,72.98
Alibaba Cloud,qwen3_max_preview_run6,30,30,30,30,30,26,0,0,12,1,26,16,15,30,30,24,30,30,30,420,73.68
Alibaba Cloud,qwen3_max_preview_run7,30,30,30,30,28,27,0,0,12,3,26,18,21,29,30,22,30,30,30,426,74.74
Alibaba Cloud,qwen3_max_preview_run8,30,30,30,30,28,25,0,0,13,2,26,21,23,30,30,22,30,30,30,430,75.44
Alibaba Cloud,qwen_flash_2025_07_28_run1,30,30,30,28,8,7,5,7,28,11,15,30,8,19,30,17,30,30,30,393,68.95
