provider,model,q101,q102,q201,q202,q301,q302,q303,q304,q401,q402,q403,q501,q502,q503,q601,q602,q701,q702,q703,total_score,percentage_score
Alibaba Cloud,qwen_flash_2025_07_28_run2,30,30,30,29,6,4,5,7,26,13,18,28,8,17,30,18,30,30,30,389,68.25
Alibaba Cloud,qwen_flash_2025_07_28_run3,30,30,29,26,6,6,1,2,25,10,20,30,4,18,30,15,30,30,30,372,65.26
Alibaba Cloud,qwen_flash_2025_07_28_run4,30,30,30,29,10,8,5,10,27,12,21,30,9,16,30,12,30,30,30,399,70.0
Alibaba Cloud,qwen_flash_2025_07_28_run5,30,30,30,26,6,5,2,5,29,17,18,28,6,20,30,17,30,30,30,389,68.25
Alibaba Cloud,qwen_flash_2025_07_28_run6,30,30,30,29,5,4,1,4,25,10,21,28,6,21,30,15,30,30,30,379,66.49
Alibaba Cloud,qwen_flash_2025_07_28_run7,30,30,30,27,8,8,4,9,24,17,15,28,7,18,30,17,30,30,30,392,68.77
Alibaba Cloud,qwen_flash_2025_07_28_run8,30,30,30,28,8,7,8,5,28,11,22,28,6,16,30,15,30,30,30,392,68.77
Alibaba Cloud,qwen_plus_2025_09_11_run1,30,30,30,28,30,19,29,28,28,5,30,30,2,30,29,10,30,30,30,478,83.86
Alibaba Cloud,qwen_plus_2025_09_11_run2,30,30,30,30,30,19,29,29,26,3,29,29,8,30,30,4,29,29,30,474,83.16
Alibaba Cloud,qwen_plus_2025_09_11_run3,30,30,30,30,30,24,29,27,28,1,29,29,5,30,30,6,30,29,30,477,83.68
Alibaba Cloud,qwen_plus_2025_09_11_run4,30,30,30,29,30,26,25,27,27,4,28,30,9,30,30,7,30,30,30,482,84.56
Alibaba Cloud,qwen_plus_2025_09_11_run5,30,30,30,29,30,26,27,28,28,3,29,30,7,30,30,5,30,30,30,482,84.56
Alibaba Cloud,qwen_plus_2025_09_11_run6,30,30,30,30,30,19,27,29,28,3,29,29,8,30,30,5,30,29,30,476,83.51
Alibaba Cloud,qwen_plus_2025_09_11_run7,30,30,30,30,30,19,27,27,28,4,29,30,8,30,30,7,30,30,30,479,84.04
Alibaba Cloud,qwen_plus_2025_09_11_run8,30,30,30,30,30,25,24,26,27,3,29,29,4,30,28,6,30,30,30,471,82.63
Anthropic,claude_3_5_haiku_20241022_run1,30,30,30,30,30,23,22,28,30,2,26,24,1,12,27,1,27,28,29,430,75.44
Anthropic,claude_3_5_haiku_20241022_run2,30,30,30,30,30,22,20,26,30,2,27,28,2,17,29,1,28,30,29,441,77.37
Anthropic,claude_3_5_haiku_20241022_run3,30,30,30,30,28,18,20,26,30,0,27,26,0,14,29,2,27,29,30,426,74.74
Google AI Studio,gemini_2_0_flash_run1,30,30,18,29,26,22,19,14,15,3,8,12,1,3,25,5,27,0,27,314,55.09
Google AI Studio,gemini_2_0_flash_run2,30,30,20,26,30,26,16,21,17,1,9,12,0,0,29,6,23,0,29,325,57.02
Google AI Studio,gemini_2_0_flash_run3,30,30,23,21,29,22,13,19,10,1,3,10,2,0,27,2,27,0,29,298,52.28
Google AI Studio,gemini_2_0_flash_run4,30,30,18,26,27,28,18,19,15,3,9,13,2,0,24,4,26,0,28,320,56.14
Google AI Studio,gemini_2_0_flash_run5,30,30,21,28,30,25,18,18,19,0,6,13,0,2,30,6,28,0,26,330,57.89
Google AI Studio,gemini_2_0_flash_run6,30,30,22,29,29,28,17,16,16,0,6,10,3,0,28,6,24,0,27,321,56.32
Google AI Studio,gemini_2_0_flash_run7,29,30,21,25,26,23,20,21,19,4,1,9,3,2,26,5,26,0,29,319,55.96
Google AI Studio,gemini_2_0_flash_run8,29,30,22,24,30,26,19,17,11,2,8,12,7,1,27,3,28,0,30,326,57.19
Google AI Studio,gemini_2_0_flashlite_run1,30,29,16,7,16,11,2,7,2,3,6,9,2,25,29,1,30,0,25,250,43.86
Google AI Studio,gemini_2_0_flashlite_run2,30,30,22,5,13,19,4,2,4,1,7,12,0,25,27,1,29,0,23,254,44.56
Google AI Studio,gemini_2_0_flashlite_run3,30,29,18,8,13,17,4,5,5,3,16,14,1,27,29,0,29,0,26,274,48.07
Google AI Studio,gemini_2_0_flashlite_run4,30,29,22,8,11,17,2,5,7,0,9,12,2,24,29,1,28,0,26,262,45.96
Google AI Studio,gemini_2_0_flashlite_run5,30,30,14,8,14,21,2,2,4,2,10,13,0,26,30,0,30,0,27,263,46.14
Google AI Studio,gemini_2_0_flashlite_run6,30,30,18,8,17,13,1,3,3,0,13,16,0,27,28,1,29,0,26,263,46.14
Google AI Studio,gemini_2_0_flashlite_run7,30,29,16,8,11,16,2,2,4,0,9,13,1,28,29,0,30,0,26,254,44.56
Google AI Studio,gemini_2_0_flashlite_run8,30,29,22,6,14,18,2,2,3,2,8,9,0,27,30,0,30,0,27,259,45.44
Google AI Studio,gemini_2_5_flash_run1,30,30,30,30,30,30,19,9,30,9,25,29,1,29,30,2,30,14,30,437,76.67
Google AI Studio,gemini_2_5_flash_run2,30,30,30,30,30,30,17,12,28,15,27,28,3,30,30,2,30,22,30,454,79.65
Google AI Studio,gemini_2_5_flash_run3,30,30,30,30,30,27,22,5,29,11,24,28,1,30,30,1,30,22,29,439,77.02
Google AI Studio,gemini_2_5_flash_run4,30,30,30,30,30,29,15,8,28,12,29,30,3,28,30,0,30,20,30,442,77.54
Google AI Studio,gemini_2_5_flash_run5,30,30,30,30,30,30,15,10,29,12,27,30,1,28,30,1,30,16,30,439,77.02
Google AI Studio,gemini_2_5_flash_run6,30,30,30,30,30,29,21,6,29,15,23,28,0,28,30,3,30,14,30,436,76.49
Google AI Studio,gemini_2_5_flash_run7,30,30,30,30,30,30,18,7,28,7,26,29,2,30,30,0,30,23,30,440,77.19
Google AI Studio,gemini_2_5_flash_run8,30,30,30,30,30,28,17,6,30,11,27,26,2,30,30,3,30,16,30,436,76.49
Google AI Studio,gemini_2_5_flashlite_run1,30,30,13,30,30,26,2,7,0,1,4,19,1,16,30,0,26,0,30,295,51.75
Google AI Studio,gemini_2_5_flashlite_run2,30,30,19,30,30,29,2,10,3,0,2,12,1,14,30,0,26,2,30,300,52.63
Google AI Studio,gemini_2_5_flashlite_run3,30,30,20,30,29,28,0,16,1,0,4,19,0,21,30,2,27,1,30,318,55.79
Google AI Studio,gemini_2_5_flashlite_run4,30,30,17,30,29,27,1,11,3,1,5,13,1,19,30,0,26,0,30,303,53.16
Google AI Studio,gemini_2_5_flashlite_run5,30,30,17,30,30,27,1,13,1,3,5,11,1,18,30,0,29,2,30,308,54.04
Google AI Studio,gemini_2_5_flashlite_run6,30,30,19,30,30,29,1,19,2,0,4,16,1,19,30,1,30,2,30,323,56.67
Google AI Studio,gemini_2_5_flashlite_run7,30,30,17,30,30,25,0,9,0,0,6,15,0,19,30,0,30,1,30,302,52.98
Google AI Studio,gemini_2_5_flashlite_run8,30,30,19,30,30,27,1,7,0,1,2,15,0,18,30,1,30,1,30,302,52.98
Google AI Studio,gemini_2_5_pro,30,30,30,30,30,30,29,16,30,22,29,23,7,29,30,19,30,0,30,474,83.16
Google AI Studio,gemini_2_5_pro_run2,30,30,30,30,30,30,26,20,29,24,29,29,7,30,30,21,30,0,30,485,85.09
Google AI Studio,gemini_2_5_pro_run3,28,30,30,30,30,30,28,17,30,26,30,26,13,27,30,14,30,0,30,479,84.04
Google AI Studio,gemini_2_5_pro_run4,30,30,30,30,30,30,28,12,30,24,29,26,6,30,29,23,30,0,30,477,83.68
Google AI Studio,gemini_2_5_pro_run5,30,30,30,30,30,30,27,15,28,24,30,28,9,29,30,21,30,0,30,481,84.39
Google AI Studio,gemini_2_5_pro_run6,30,30,30,30,30,30,29,16,30,23,30,28,14,30,30,17,30,0,30,487,85.44
Google AI Studio,gemini_2_5_pro_run7,29,30,30,30,30,30,30,15,30,20,29,23,8,30,30,21,30,0,30,475,83.33
Google AI Studio,gemini_2_5_pro_run8,29,30,30,30,30,30,24,16,30,25,30,25,7,27,30,15,30,0,30,468,82.11
Google AI Studio,gemini_3_pro_preview_run1,30,30,30,30,30,30,26,20,30,19,30,30,13,30,30,25,30,7,30,500,87.72
Google AI Studio,gemini_3_pro_preview_run2,30,30,30,30,30,30,25,20,30,20,30,30,18,30,30,22,30,8,30,503,88.25
Google AI Studio,gemini_3_pro_preview_run3,30,30,30,30,30,30,24,19,30,22,30,30,17,30,30,24,30,5,30,501,87.89
Google AI Studio,gemini_3_pro_preview_run4,30,30,30,30,30,30,27,16,30,21,30,30,17,30,30,29,30,4,30,504,88.42
Google AI Studio,gemini_3_pro_preview_run5,30,30,30,30,30,30,27,18,30,24,30,30,13,30,30,23,30,4,30,499,87.54
Google AI Studio,gemini_3_pro_preview_run6,30,30,30,30,30,30,27,16,30,26,30,30,16,30,30,27,30,6,30,508,89.12
Google AI Studio,gemini_3_pro_preview_run7,30,30,30,30,30,30,25,22,30,21,30,30,21,30,30,22,30,6,30,507,88.95
Google AI Studio,gemini_3_pro_preview_run8,30,30,30,30,30,29,22,15,30,19,30,30,16,30,30,22,30,3,30,486,85.26
Intel Gaudi3,mistral_large_instruct_2411_run1,30,29,26,25,30,16,0,0,19,0,7,26,0,23,30,0,30,1,30,322,56.49
Intel Gaudi3,mistral_large_instruct_2411_run2,30,30,25,29,30,23,0,0,24,0,10,30,0,25,30,0,30,2,30,348,61.05
Intel Gaudi3,mistral_large_instruct_2411_run3,30,30,22,29,30,14,0,0,21,2,7,29,0,21,30,1,29,0,30,325,57.02
Intel Gaudi3,mistral_large_instruct_2411_run4,30,30,27,26,30,18,0,0,22,2,8,29,0,19,29,2,30,0,30,332,58.25
Intel Gaudi3,mistral_large_instruct_2411_run5,30,30,29,26,29,21,1,0,25,2,8,28,0,21,30,2,30,2,30,344,60.35
Intel Gaudi3,mistral_large_instruct_2411_run6,30,30,24,29,30,20,1,0,26,0,11,29,1,20,30,0,30,0,30,341,59.82
Intel Gaudi3,mistral_large_instruct_2411_run7,30,30,28,29,30,12,0,0,23,2,10,29,0,21,30,2,30,1,30,337,59.12
Intel Gaudi3,mistral_large_instruct_2411_run8,30,30,28,28,30,18,0,0,23,1,8,30,1,20,30,0,30,0,30,337,59.12
Intel Gaudi3,phi_4_run1,28,27,25,28,21,27,0,0,0,0,1,27,8,26,29,3,30,0,29,309,54.21
Intel Gaudi3,phi_4_run2,30,27,23,25,27,28,1,0,0,0,0,27,7,28,30,7,29,0,30,319,55.96
Intel Gaudi3,phi_4_run3,29,28,23,27,25,26,2,0,0,0,0,27,2,24,30,13,30,0,28,314,55.09
Intel Gaudi3,phi_4_run4,30,27,20,24,25,26,0,0,0,0,1,25,8,26,30,8,30,0,27,307,53.86
Intel Gaudi3,phi_4_run5,30,23,27,27,29,24,0,0,0,0,0,22,3,22,30,5,30,0,30,302,52.98
Intel Gaudi3,phi_4_run6,30,25,28,26,25,28,3,0,0,0,4,25,8,25,30,8,30,0,29,324,56.84
Intel Gaudi3,phi_4_run7,30,27,22,26,29,26,1,0,0,0,2,27,3,24,30,8,30,0,27,312,54.74
Intel Gaudi3,qwen3_235b_a22b_instruct_2507_run1,30,30,30,30,30,30,14,16,29,23,30,26,17,27,30,13,30,30,30,495,86.84
Intel Gaudi3,qwen3_235b_a22b_instruct_2507_run2,30,30,30,30,30,30,19,14,30,25,28,25,19,29,30,21,30,30,30,510,89.47
Intel Gaudi3,qwen3_235b_a22b_instruct_2507_run3,30,30,30,30,30,30,18,18,30,24,29,23,26,25,30,20,30,30,30,513,90.0
Intel Gaudi3,qwen3_235b_a22b_instruct_2507_run4,30,30,30,30,30,30,22,15,29,28,29,17,21,27,30,18,30,30,30,506,88.77
Intel Gaudi3,qwen3_235b_a22b_instruct_2507_run5,30,30,30,30,30,30,16,18,30,24,28,19,22,26,30,14,30,30,30,497,87.19
Intel Gaudi3,qwen3_235b_a22b_instruct_2507_run6,30,30,30,30,30,30,17,17,29,27,29,23,18,25,30,16,30,30,30,501,87.89
Intel Gaudi3,qwen3_235b_a22b_instruct_2507_run7,30,30,30,30,30,30,17,14,30,28,29,15,17,25,30,20,30,30,30,495,86.84
Intel Gaudi3,qwen3_235b_a22b_instruct_2507_run8,30,30,30,30,30,30,16,20,30,22,30,28,23,27,30,19,30,30,30,515,90.35
Intel Gaudi3,qwen3_235b_a22b_run1,30,30,28,26,29,3,1,3,25,19,10,23,15,15,30,15,30,30,30,392,68.77
Intel Gaudi3,qwen3_235b_a22b_run2,30,30,27,29,28,4,0,4,27,12,7,15,14,9,30,19,30,30,30,375,65.79
Intel Gaudi3,qwen3_235b_a22b_run3,30,30,27,29,28,3,2,2,27,18,12,16,18,9,30,19,30,30,30,390,68.42
Intel Gaudi3,qwen3_235b_a22b_run4,30,30,29,28,28,2,3,8,30,14,8,17,9,9,30,14,30,30,30,379,66.49
Intel Gaudi3,qwen3_235b_a22b_run5,30,30,28,30,28,3,1,2,26,12,9,21,11,11,30,19,30,30,30,381,66.84
Intel Gaudi3,qwen3_235b_a22b_run6,30,30,27,29,26,5,4,4,27,18,12,22,12,8,30,12,30,30,30,386,67.72
Intel Gaudi3,qwen3_235b_a22b_run7,30,30,30,28,27,3,1,5,28,19,10,15,16,10,30,16,30,30,30,388,68.07
Intel Gaudi3,qwen3_235b_a22b_run8,30,30,28,29,30,4,3,4,29,15,11,20,15,8,30,18,30,30,30,394,69.12
Intel Gaudi3,qwen3_30b_a3b_instruct_2507_run1,30,30,30,30,7,11,0,5,28,13,20,22,9,30,30,13,30,30,30,398,69.82
Intel Gaudi3,qwen3_30b_a3b_instruct_2507_run2,30,30,30,27,7,11,4,3,29,14,14,22,7,30,30,16,30,30,30,394,69.12
Intel Gaudi3,qwen3_30b_a3b_instruct_2507_run3,30,30,30,30,8,13,1,6,25,13,16,28,8,28,30,13,30,30,30,399,70.0
Intel Gaudi3,qwen3_30b_a3b_instruct_2507_run4,30,30,30,27,11,10,1,4,26,14,16,27,6,28,30,10,30,30,30,390,68.42
Intel Gaudi3,qwen3_30b_a3b_instruct_2507_run5,30,30,30,28,12,13,1,3,23,20,19,25,6,29,30,14,30,30,30,403,70.7
Intel Gaudi3,qwen3_30b_a3b_instruct_2507_run6,30,30,30,28,8,14,2,3,25,17,17,24,5,29,30,14,30,30,30,396,69.47
Intel Gaudi3,qwen3_30b_a3b_instruct_2507_run7,30,30,30,26,7,12,1,3,28,17,15,24,7,29,30,15,30,30,30,394,69.12
Intel Gaudi3,qwen3_30b_a3b_instruct_2507_run8,30,30,30,27,11,10,2,3,28,10,14,23,9,28,30,12,30,30,30,387,67.89
Intel Gaudi3,qwen3_32b_run1,30,30,30,29,30,28,0,0,9,11,11,18,0,15,30,3,30,0,30,334,58.6
Intel Gaudi3,qwen3_32b_run2,30,30,30,30,30,30,0,0,3,9,20,25,0,18,30,4,30,0,30,349,61.23
Intel Gaudi3,qwen3_32b_run3,30,30,30,30,29,28,0,0,8,14,11,25,2,20,30,2,30,0,30,349,61.23
Intel Gaudi3,qwen3_32b_run4,30,30,30,29,30,29,0,0,10,11,14,23,0,17,30,4,30,1,30,348,61.05
Intel Gaudi3,qwen3_32b_run5,30,30,30,30,29,29,0,0,5,11,12,21,1,19,30,3,30,0,30,340,59.65
Intel Gaudi3,qwen3_32b_run6,30,30,30,29,30,27,0,0,9,15,2,26,0,15,30,2,30,0,30,335,58.77
Intel Gaudi3,qwen3_32b_run7,30,30,30,30,30,29,0,0,3,10,13,23,1,16,30,2,30,0,30,337,59.12
Intel Gaudi3,qwen3_32b_run8,30,30,30,30,29,27,0,0,6,12,5,20,1,18,30,2,30,0,30,330,57.89
Intel Gaudi3,qwen3_4b_instruct_2507_run1,30,30,30,23,14,24,1,0,1,0,4,21,6,29,30,5,30,30,30,338,59.3
Intel Gaudi3,qwen3_4b_instruct_2507_run2,30,30,30,23,17,25,1,0,2,0,3,27,5,27,30,4,30,30,30,344,60.35
Intel Gaudi3,qwen3_4b_instruct_2507_run3,30,30,30,17,20,24,0,0,1,1,4,21,9,29,30,2,30,30,30,338,59.3
Intel Gaudi3,qwen3_4b_instruct_2507_run4,30,30,30,21,20,23,0,0,0,0,7,24,11,30,30,5,30,30,30,351,61.58
Intel Gaudi3,qwen3_4b_instruct_2507_run5,30,30,30,19,20,24,0,0,0,1,9,23,4,27,30,5,30,30,30,342,60.0
Intel Gaudi3,qwen3_4b_instruct_2507_run6,30,30,30,26,21,27,0,0,2,0,1,19,5,23,30,4,30,30,30,338,59.3
Intel Gaudi3,qwen3_4b_instruct_2507_run7,30,30,30,22,26,21,1,0,0,1,6,22,7,29,30,5,30,30,30,350,61.4
Intel Gaudi3,qwen3_4b_instruct_2507_run8,30,30,30,23,16,24,0,0,0,0,4,18,8,27,30,5,30,30,30,335,58.77
Kamiwaza,kimi_k2_thinking_run1,29,30,29,19,29,28,25,24,29,20,25,27,16,27,28,15,28,16,22,466,81.75
Kamiwaza,kimi_k2_thinking_run2,30,30,28,18,30,29,28,25,30,19,25,28,15,28,24,13,27,13,15,455,79.82
Kamiwaza,kimi_k2_thinking_run3,29,30,30,20,30,29,24,24,30,15,26,27,16,29,29,11,29,7,14,449,78.77
Kamiwaza,kimi_k2_thinking_run4,30,30,30,16,30,28,23,27,30,15,23,28,12,29,27,16,28,12,19,453,79.47
Kamiwaza,kimi_k2_thinking_run5,29,30,29,17,29,25,26,27,29,16,27,26,16,28,24,20,28,11,15,452,79.3
Kamiwaza,kimi_k2_thinking_run6,30,30,28,14,29,29,26,21,30,13,27,26,18,27,29,16,29,10,21,453,79.47
OpenAI,gpt_4_1_run1,30,30,11,30,30,14,1,0,3,1,1,9,14,22,19,3,28,11,30,287,50.35
OpenAI,gpt_4_1_run2,30,30,4,30,30,18,2,0,0,0,0,4,22,21,22,4,30,6,30,283,49.65
OpenAI,gpt_4_1_run3,30,30,3,30,30,17,1,0,1,1,3,10,14,28,19,3,28,7,30,285,50.0
OpenAI,gpt_4_1_run4,30,30,5,30,30,19,3,1,2,1,0,3,27,27,21,1,30,9,30,299,52.46
OpenAI,gpt_4_1_run5,30,30,3,30,30,18,2,1,1,0,2,8,20,24,19,2,28,6,30,284,49.82
OpenAI,gpt_4_1_run6,30,30,8,30,30,19,2,1,3,1,3,4,25,24,22,2,30,8,30,302,52.98
OpenAI,gpt_4_1_run7,30,30,6,30,30,11,3,0,6,0,4,7,22,24,17,3,28,8,30,289,50.7
OpenAI,gpt_4_1_run8,30,30,2,30,30,13,3,1,6,0,1,5,20,25,21,1,28,10,30,286,50.18
OpenAI,gpt_5_1_medreason_run1,30,30,28,26,28,24,23,18,22,14,23,13,11,27,30,17,27,27,25,443,77.72
OpenAI,gpt_5_1_medreason_run2,30,30,29,28,24,20,25,26,21,16,26,8,15,22,28,21,27,26,21,443,77.72
OpenAI,gpt_5_1_medreason_run3,30,30,30,29,23,18,24,25,20,8,23,8,15,23,27,17,28,29,28,435,76.32
OpenAI,gpt_5_1_medreason_run4,30,30,27,27,25,19,18,25,21,8,24,14,6,18,30,15,30,26,23,416,72.98
OpenAI,gpt_5_1_run1,30,30,24,21,17,5,0,0,3,0,6,6,6,21,21,15,27,13,5,250,43.86
OpenAI,gpt_5_1_run2,30,30,30,23,21,6,0,2,1,0,6,4,9,23,26,11,24,17,3,266,46.67
OpenAI,gpt_5_1_run3,30,30,25,25,22,7,0,0,4,0,7,5,7,23,24,14,24,11,5,263,46.14
OpenAI,gpt_5_1_run4,30,30,27,23,23,9,1,1,1,1,8,7,6,29,29,17,27,11,5,285,50.0
OpenAI,gpt_5_1_run5,30,30,28,23,21,4,0,0,2,1,13,9,6,27,29,16,29,11,2,281,49.3
OpenAI,gpt_5_1_run6,30,30,30,22,26,5,0,0,2,0,9,5,6,27,25,17,28,20,5,287,50.35
OpenAI,gpt_5_1_run7,30,30,27,27,21,8,0,1,3,0,9,3,5,27,26,21,29,18,4,289,50.7
OpenAI,gpt_5_1_run8,30,30,29,25,22,4,0,0,1,1,7,4,9,24,28,11,30,15,6,276,48.42
OpenAI,gpt_5_2_medreason_run1,30,30,30,30,27,26,30,30,29,18,25,15,16,26,29,25,25,23,28,492,86.32
OpenAI,gpt_5_2_medreason_run2,30,30,30,30,28,26,29,26,30,16,29,13,19,27,28,26,30,29,29,505,88.6
OpenAI,gpt_5_2_medreason_run3,30,30,30,30,23,25,30,29,26,19,25,16,16,30,29,24,30,28,29,499,87.54
OpenAI,gpt_5_2_medreason_run4,30,30,30,30,30,26,29,30,30,16,26,17,17,27,30,25,29,29,27,508,89.12
OpenAI,gpt_5_2_medreason_run5,30,30,28,30,28,28,28,30,30,17,27,18,19,30,29,23,29,29,30,513,90.0
OpenAI,gpt_5_2_medreason_run6,30,30,30,29,29,26,28,26,29,21,30,16,22,30,30,28,29,29,29,521,91.4
OpenAI,gpt_5_2_medreason_run7,30,30,30,29,27,25,30,28,30,20,30,16,15,28,29,29,29,30,29,514,90.18
OpenAI,gpt_5_2_medreason_run8,30,30,30,29,29,27,30,30,30,17,26,17,14,29,29,27,30,28,28,510,89.47
OpenAI,gpt_5_medreason_run1,30,30,30,29,30,29,27,26,30,19,30,27,28,30,30,29,30,30,30,544,95.44
OpenAI,gpt_5_medreason_run2,30,30,30,30,30,30,29,27,29,21,30,30,27,30,30,26,30,30,30,549,96.32
OpenAI,gpt_5_medreason_run3,30,30,30,30,30,30,30,27,30,13,30,28,28,30,30,28,30,30,30,544,95.44
OpenAI,gpt_5_medreason_run4,30,30,30,30,30,30,28,25,30,20,30,28,24,30,30,28,30,30,30,543,95.26
OpenAI,gpt_5_medreason_run5,30,30,30,30,30,30,28,26,30,16,30,30,26,30,30,27,30,30,30,543,95.26
OpenAI,gpt_5_medreason_run6,30,30,30,30,30,30,29,26,28,20,30,29,26,30,30,30,30,30,30,548,96.14
OpenAI,gpt_5_medreason_run7,30,30,30,30,30,30,28,26,28,18,29,29,29,30,30,29,30,30,30,546,95.79
OpenAI,gpt_5_medreason_run8,30,30,30,29,30,30,25,27,30,22,30,27,28,30,30,29,30,30,30,547,95.96
OpenAI,gpt_5_mini_medreason_run1,30,30,30,29,30,30,26,18,28,11,20,29,30,18,30,29,30,29,29,506,88.77
OpenAI,gpt_5_mini_medreason_run2,30,30,30,29,29,29,25,13,25,12,16,29,28,18,30,29,30,28,30,490,85.96
OpenAI,gpt_5_mini_medreason_run3,30,30,30,30,30,30,22,12,26,11,20,28,26,19,29,26,28,29,30,486,85.26
OpenAI,gpt_5_mini_medreason_run4,30,30,30,29,30,30,23,15,26,8,19,29,29,15,30,25,30,27,29,484,84.91
OpenAI,gpt_5_mini_medreason_run5,30,30,30,28,29,30,25,17,29,12,21,30,29,16,30,30,30,28,30,504,88.42
OpenAI,gpt_5_mini_medreason_run6,30,30,30,29,30,29,22,17,28,13,18,29,26,22,30,30,30,27,29,499,87.54
OpenAI,gpt_5_mini_medreason_run7,30,30,30,30,28,30,24,16,27,7,16,28,28,14,29,26,30,26,30,479,84.04
OpenAI,gpt_5_mini_medreason_run8,30,30,30,29,29,30,22,18,24,12,15,30,26,13,28,29,29,30,27,481,84.39
OpenAI,gpt_5_nano_medreason_run1,30,30,7,18,14,4,9,0,4,1,6,6,1,6,2,0,9,14,10,171,30.0
OpenAI,gpt_5_nano_medreason_run2,29,30,7,15,10,2,3,5,3,0,4,1,2,5,3,0,7,19,10,155,27.19
OpenAI,gpt_5_nano_medreason_run3,30,30,8,13,12,6,11,3,6,0,2,2,1,5,3,0,5,19,8,164,28.77
OpenAI,gpt_5_nano_medreason_run4,30,30,11,12,10,2,8,0,5,2,3,1,0,10,3,4,4,21,11,167,29.3
OpenAI,gpt_5_nano_medreason_run5,30,30,11,18,8,3,12,3,2,1,5,1,1,6,0,0,9,17,7,164,28.77
OpenAI,gpt_5_nano_medreason_run6,30,30,13,15,11,5,8,0,5,0,2,0,3,6,3,0,7,9,14,161,28.25
OpenAI,gpt_5_nano_medreason_run7,30,30,8,14,11,5,8,2,5,0,3,2,5,10,5,3,6,17,12,176,30.88
OpenAI,gpt_5_nano_medreason_run8,30,30,14,12,7,5,11,4,6,0,3,1,1,5,2,3,4,15,6,159,27.89
